filename,width,height,class,xmin,ymin,xmax,ymax
"  (1183).jpg",800,600,chax,1,53,531,498
"  (1184).jpg",800,600,chax,71,62,748,491
"  (1185).jpg",800,600,chax,43,114,764,493
"  (1186).jpg",800,600,chax,282,218,535,424
"  (1187).jpg",800,600,chax,331,36,509,144
"  (1187).jpg",800,600,chax,539,39,720,152
"  (1187).jpg",800,600,chax,343,299,481,414
"  (1187).jpg",800,600,chax,551,290,700,418
"  (1188).jpg",800,600,chax,53,4,684,563
"  (1189).jpg",800,600,chax,18,138,790,530
"  (1190).jpg",800,600,chax,45,144,659,512
"  (1191).jpg",800,600,chax,84,255,368,473
"  (1191).jpg",800,600,chax,400,254,749,464
"  (1194).jpg",800,600,chax,408,97,800,270
"  (1195).jpg",800,600,chax,43,67,319,275
"  (1195).jpg",800,600,chax,220,297,537,544
"  (1195).jpg",800,600,chax,424,50,763,269
"  (1196).jpg",800,600,chax,167,72,701,510
"  (1197).jpg",800,600,chax,133,123,683,426
"  (1198).jpg",800,600,chax,160,104,605,484
"  (1199).jpg",800,600,chax,96,13,738,588
"  (1200).jpg",800,600,chax,78,13,619,443
"  (1201).jpg",800,600,chax,71,114,674,473
"  (1202).jpg",800,600,chax,570,364,694,484
"  (1202).jpg",800,600,chax,419,317,580,424
"  (1202).jpg",800,600,chax,225,269,403,396
"  (1202).jpg",800,600,chax,387,10,539,75
"  (1203).jpg",800,600,chax,24,4,352,149
"  (1203).jpg",800,600,chax,412,9,791,156
"  (1203).jpg",800,600,chax,25,184,375,333
"  (1203).jpg",800,600,chax,490,181,795,320
"  (1206).jpg",800,600,chax,7,43,800,496
"  (1207).jpg",800,600,chax,176,95,663,417
"  (1208).jpg",800,600,chax,40,1,587,600
"  (1209).jpg",800,600,chax,66,91,246,185
"  (1209).jpg",800,600,chax,272,26,408,164
"  (1209).jpg",800,600,chax,640,221,771,373
"  (1209).jpg",800,600,chax,41,213,241,318
"  (1209).jpg",800,600,chax,439,105,601,182
"  (1209).jpg",800,600,chax,527,158,695,246
"  (1209).jpg",800,600,chax,148,342,302,447
"  (1209).jpg",800,600,chax,290,364,415,494
"  (1209).jpg",800,600,chax,426,397,582,518
"  (1209).jpg",800,600,chax,431,257,573,393
"  (1209).jpg",800,600,chax,271,177,385,323
"  (1209).jpg",800,600,chax,385,163,480,292
"  (1210).jpg",800,600,chax,165,142,266,326
"  (1210).jpg",800,600,chax,276,144,388,347
"  (1210).jpg",800,600,chax,402,128,516,346
"  (1210).jpg",800,600,chax,549,137,644,336
"  (1211).jpg",800,600,chax,161,96,710,474
"  (1212).jpg",800,600,chax,51,12,768,584
"  (1213).jpg",800,600,chax,603,434,728,579
"  (1213).jpg",800,600,chax,264,475,513,572
"  (1213).jpg",800,600,chax,460,200,644,317
"  (1213).jpg",800,600,chax,212,342,370,444
"  (1213).jpg",800,600,chax,141,149,292,282
"  (1213).jpg",800,600,chax,235,127,385,234
"  (1213).jpg",800,600,chax,521,128,671,204
"  (1213).jpg",800,600,chax,349,351,451,495
"  (1215).jpg",800,600,chax,231,71,608,563
"  (1216).jpg",800,600,chax,41,82,724,519
"  (1219).jpg",800,600,chax,33,55,786,598
"  (122).jpg",800,600,abeja,234,24,706,490
"  (1220).jpg",800,600,chax,30,1,787,488
"  (1221).jpg",800,600,chax,201,131,781,407
"  (1222).jpg",800,600,chax,365,468,425,600
"  (1222).jpg",800,600,chax,235,414,369,519
"  (1222).jpg",800,600,chax,301,153,426,254
"  (1222).jpg",800,600,chax,192,24,367,118
"  (1222).jpg",800,600,chax,201,116,359,169
"  (1222).jpg",800,600,chax,138,347,231,504
"  (1222).jpg",800,600,chax,336,264,454,405
"  (1222).jpg",800,600,chax,494,244,586,377
"  (1222).jpg",800,600,chax,458,96,520,248
"  (1222).jpg",800,600,chax,552,118,694,180
"  (1223).jpg",800,600,chax,96,34,683,511
"  (1224).jpg",800,600,chax,129,22,718,582
"  (1225).jpg",800,600,chax,42,64,800,556
"  (1226).jpg",800,600,chax,7,30,800,553
"  (1227).jpg",800,600,chax,98,49,643,468
"  (1228).jpg",800,600,chax,112,68,753,538
"  (1231).jpg",800,600,chax,60,12,317,251
"  (1231).jpg",800,600,chax,425,55,768,282
"  (1232).jpg",800,600,chax,225,99,625,531
"  (1233).jpg",800,600,chax,16,9,797,564
"  (1234).jpg",800,600,chax,23,1,798,460
"  (1235).jpg",800,600,chax,26,1,749,573
"  (1236).jpg",800,600,chax,229,53,627,569
"  (1237).jpg",800,600,chax,229,135,632,513
"  (1238).jpg",800,600,chax,17,12,594,576
"  (1238).jpg",800,600,chax,558,175,785,373
"  (1239).jpg",800,600,chax,44,4,712,584
"  (124).jpg",800,600,abeja,196,134,529,456
"  (1240).jpg",800,600,chax,6,100,791,569
"  (1243).jpg",800,600,chax,41,96,752,534
"  (1244).jpg",800,600,chax,77,74,774,472
"  (1246).jpg",800,600,chax,161,46,772,497
"  (1247).jpg",800,600,chax,106,124,741,508
"  (1248).jpg",800,600,chax,470,284,578,432
"  (1248).jpg",800,600,chax,225,226,326,375
"  (1248).jpg",800,600,chax,334,214,401,342
"  (1248).jpg",800,600,chax,466,116,538,293
"  (1249).jpg",800,600,chax,43,63,190,451
"  (1249).jpg",800,600,chax,236,62,382,452
"  (1249).jpg",800,600,chax,635,67,755,458
"  (125).jpg",800,600,chax,78,134,676,524
"  (1250).jpg",800,600,chax,135,175,467,564
"  (1250).jpg",800,600,chax,469,17,718,329
"  (1251).jpg",800,600,chax,170,64,612,440
"  (1252).jpg",800,600,chax,289,67,684,527
"  (1253).jpg",800,600,chax,463,94,741,227
"  (1253).jpg",800,600,chax,374,215,531,341
"  (1253).jpg",800,600,chax,214,257,361,449
"  (1253).jpg",800,600,chax,39,164,132,337
"  (1253).jpg",800,600,chax,221,107,303,232
"  (1253).jpg",800,600,chax,142,132,245,202
"  (1253).jpg",800,600,chax,141,204,213,359
"  (1256).jpg",800,600,chax,39,165,720,464
"  (1257).jpg",800,600,chax,191,10,669,587
"  (1258).jpg",800,600,chax,37,264,598,527
"  (1258).jpg",800,600,chax,238,53,762,378
"  (126).jpg",800,600,abeja,90,37,661,540
"  (1260).jpg",800,600,chax,23,153,696,418
"  (1261).jpg",800,600,chax,517,194,722,338
"  (1261).jpg",800,600,chax,313,217,500,350
"  (1261).jpg",800,600,chax,46,118,304,363
"  (1261).jpg",800,600,chax,1,344,171,572
"  (1263).jpg",800,600,chax,22,92,800,576
"  (1264).jpg",800,600,chax,103,222,409,409
"  (1265).jpg",800,600,chax,311,63,460,287
"  (1265).jpg",800,600,chax,165,343,349,451
"  (1265).jpg",800,600,chax,561,203,650,387
"  (1265).jpg",800,600,chax,338,396,464,534
"  (1265).jpg",800,600,chax,454,410,575,588
"  (1266).jpg",800,600,chax,32,164,362,465
"  (1266).jpg",800,600,chax,531,144,771,386
"  (1267).jpg",800,600,chax,314,35,780,492
"  (1270).jpg",800,600,chax,241,131,757,483
"  (1271).jpg",800,600,chax,101,150,579,434
"  (1272).jpg",800,600,chax,98,200,633,521
"  (1273).jpg",800,600,chax,176,312,652,501
"  (1273).jpg",800,600,chax,144,119,574,341
"  (1274).jpg",800,600,chax,24,26,772,530
"  (1275).jpg",800,600,chax,131,52,664,555
"  (1277).jpg",800,600,chax,81,111,619,537
"  (1278).jpg",800,600,chax,114,59,741,473
"  (1279).jpg",800,600,chax,64,42,762,564
"  (1280).jpg",800,600,chax,127,59,710,526
"  (1283).jpg",800,600,chax,70,30,759,562
"  (1284).jpg",800,600,chax,120,87,685,489
"  (1285).jpg",800,600,chax,61,105,272,292
"  (1285).jpg",800,600,chax,451,221,615,464
"  (1285).jpg",800,600,chax,276,232,442,409
"  (1286).jpg",800,600,chax,21,21,781,579
"  (1287).jpg",800,600,chax,18,34,681,577
"  (1288).jpg",800,600,chax,86,120,212,224
"  (1288).jpg",800,600,chax,332,118,447,243
"  (1289).jpg",800,600,chax,125,102,628,403
"  (129).jpg",800,600,abeja,301,78,514,248
"  (1290).jpg",800,600,chax,315,214,501,419
"  (1291).jpg",800,600,chax,259,178,571,391
"  (1292).jpg",800,600,chax,45,67,625,554
"  (1295).jpg",800,600,chax,31,114,609,432
"  (1296).jpg",800,600,chax,481,115,671,272
"  (1297).jpg",800,600,chax,115,164,617,446
"  (1298).jpg",800,600,chax,218,80,572,495
"  (1299).jpg",800,600,chax,69,57,718,462
"  (13).jpg",800,600,abeja,195,1,597,597
"  (130).jpg",800,600,abeja,21,77,786,471
"  (1300).jpg",800,600,chax,44,45,779,504
"  (1301).jpg",800,600,chax,118,31,626,468
"  (1302).jpg",800,600,chax,322,156,600,380
"  (1303).jpg",800,600,chax,31,37,383,489
"  (1303).jpg",800,600,chax,411,34,760,478
"  (1304).jpg",800,600,chax,40,30,799,499
"  (1307).jpg",800,600,chax,151,144,599,524
"  (1308).jpg",800,600,chax,10,1,799,593
"  (1309).jpg",800,600,chax,371,124,736,383
"  (1310).jpg",800,600,chax,33,18,213,474
"  (1310).jpg",800,600,chax,225,362,495,563
"  (1310).jpg",800,600,chax,235,43,519,281
"  (1310).jpg",800,600,chax,551,61,771,442
"  (1311).jpg",800,600,chax,93,176,602,571
"  (1312).jpg",800,600,chax,276,159,661,514
"  (1313).jpg",800,600,abeja,36,5,666,551
"  (1314).jpg",800,600,chax,20,84,771,469
"  (1315).jpg",800,600,chax,46,177,134,317
"  (1315).jpg",800,600,chax,135,319,224,433
"  (1315).jpg",800,600,chax,141,179,227,324
"  (1315).jpg",800,600,chax,261,236,375,368
"  (1315).jpg",800,600,chax,221,109,317,245
"  (1315).jpg",800,600,chax,438,345,575,508
"  (1315).jpg",800,600,chax,610,154,681,329
"  (1316).jpg",800,600,chax,239,205,521,351
"  (1319).jpg",800,600,chax,347,285,672,406
"  (1319).jpg",800,600,chax,211,134,424,304
"  (132).jpg",800,600,abeja,137,112,556,444
"  (1320).jpg",800,600,chax,69,24,698,522
"  (1321).jpg",800,600,chax,229,65,611,507
"  (1322).jpg",800,600,chax,81,52,717,484
"  (1324).jpg",800,600,chax,123,50,762,469
"  (1325).jpg",800,600,chax,90,1,619,584
"  (1326).jpg",800,600,chax,42,1,791,524
"  (1327).jpg",800,600,chax,139,116,704,569
"  (1329).jpg",800,600,abeja,320,47,640,443
"  (1330).jpg",800,600,abeja,89,8,565,526
"  (1333).jpg",800,600,abeja,111,48,713,518
"  (1334).jpg",800,600,abeja,98,27,711,524
"  (1335).jpg",800,600,abeja,25,15,774,561
"  (1336).jpg",800,600,abeja,59,85,781,562
"  (1337).jpg",800,600,abeja,83,147,671,497
"  (1339).jpg",800,600,abeja,114,14,602,472
"  (1342).jpg",800,600,abeja,142,155,488,488
"  (1343).jpg",800,600,abeja,41,126,531,530
"  (1344).jpg",800,600,abeja,81,89,453,525
"  (1346).jpg",800,600,abeja,400,214,565,387
"  (1349).jpg",800,600,abeja,192,118,659,508
"  (1353).jpg",800,600,abeja,267,102,524,382
"  (1354).jpg",800,600,abeja,8,333,181,475
"  (1354).jpg",800,600,abeja,621,247,781,377
"  (1354).jpg",800,600,abeja,331,3,627,204
"  (1355).jpg",800,600,abeja,321,91,595,407
"  (1356).jpg",800,600,abeja,376,195,563,395
"  (1357).jpg",800,600,abeja,349,77,630,436
"  (1358).jpg",800,600,abeja,18,27,788,580
"  (1359).jpg",800,600,abeja,89,153,591,327
"  (1361).jpg",800,600,abeja,91,74,499,374
"  (1361).jpg",800,600,abeja,391,59,687,493
"  (1364).jpg",800,600,abeja,293,74,492,313
"  (1364).jpg",800,600,abeja,479,294,671,504
"  (1369).jpg",800,600,abeja,157,93,721,549
"  (137).jpg",800,600,abeja,243,173,538,378
"  (1370).jpg",800,600,abeja,134,19,586,559
"  (1371).jpg",800,600,abeja,202,98,561,514
"  (1372).jpg",800,600,abeja,201,20,638,476
"  (1377).jpg",800,600,abeja,58,36,781,588
"  (1379).jpg",800,600,abeja,271,14,675,545
"  (138).jpg",800,600,abeja,138,83,727,389
"  (1380).jpg",800,600,abeja,39,2,755,420
"  (1381).jpg",800,600,abeja,400,297,625,504
"  (1382).jpg",800,600,abeja,31,39,721,408
"  (1383).jpg",800,600,abeja,217,147,687,431
"  (1387).jpg",800,600,abeja,236,73,742,491
"  (1388).jpg",800,600,abeja,64,101,728,461
"  (1389).jpg",800,600,abeja,141,36,741,504
"  (1390).jpg",800,600,abeja,126,58,580,490
"  (1391).jpg",800,600,abeja,42,34,386,496
"  (1394).jpg",800,600,abeja,33,74,770,561
"  (1395).jpg",800,600,abeja,100,130,614,492
"  (1396).jpg",800,600,abeja,52,48,728,484
"  (1397).jpg",800,600,abeja,21,111,392,538
"  (1398).jpg",800,600,abeja,172,6,744,484
"  (1403).jpg",800,600,abeja,95,126,470,512
"  (1404).jpg",800,600,abeja,135,7,737,493
"  (1405).jpg",800,600,abeja,121,127,633,539
"  (1406).jpg",800,600,abeja,494,58,742,290
"  (1407).jpg",800,600,abeja,313,103,762,540
"  (1408).jpg",800,600,abeja,42,161,596,465
"  (141).jpg",800,600,abeja,106,76,718,560
"  (1410).jpg",800,600,abeja,108,29,737,526
"  (1412).jpg",800,600,abeja,216,178,642,294
"  (1413).jpg",800,600,abeja,173,109,665,521
"  (1414).jpg",800,600,abeja,59,34,714,545
"  (1419).jpg",800,600,abeja,181,54,448,408
"  (142).jpg",800,600,abeja,223,10,574,357
"  (1420).jpg",800,600,abeja,79,50,608,414
"  (1421).jpg",800,600,abeja,1,58,647,535
"  (1424).jpg",800,600,abeja,96,51,749,476
"  (1425).jpg",800,600,abeja,21,1,778,580
"  (1427).jpg",800,600,abeja,128,150,340,441
"  (1428).jpg",800,600,abeja,55,27,767,573
"  (1429).jpg",800,600,abeja,290,170,466,357
"  (1430).jpg",800,600,abeja,264,188,460,404
"  (1431).jpg",800,600,abeja,101,77,754,564
"  (1435).jpg",800,600,abeja,26,86,241,471
"  (1436).jpg",800,600,abeja,108,303,274,491
"  (1436).jpg",800,600,abeja,308,354,481,499
"  (1437).jpg",800,600,abeja,104,34,738,566
"  (1438).jpg",800,600,abeja,261,53,727,479
"  (1439).jpg",800,600,abeja,39,1,718,561
"  (144).jpg",800,600,abeja,134,54,439,376
"  (1440).jpg",800,600,abeja,132,24,653,536
"  (1441).jpg",800,600,abeja,120,214,423,387
"  (1442).jpg",800,600,abeja,44,28,509,587
"  (1443).jpg",800,600,abeja,146,81,722,525
"  (1444).jpg",800,600,abeja,451,404,718,560
"  (1449).jpg",800,600,abeja,80,171,504,437
"  (1451).jpg",800,600,abeja,456,279,772,513
"  (1452).jpg",800,600,abeja,483,138,721,417
"  (1453).jpg",800,600,abeja,231,280,617,557
"  (1455).jpg",800,600,abeja,330,174,651,574
"  (1456).jpg",800,600,abeja,285,74,575,400
"  (1457).jpg",800,600,abeja,69,63,739,464
"  (1459).jpg",800,600,abeja,88,61,740,528
"  (146).jpg",800,600,abeja,178,118,769,545
"  (1461).jpg",800,600,abeja,158,119,348,409
"  (1461).jpg",800,600,abeja,404,74,724,308
"  (1462).jpg",800,600,abeja,284,163,579,379
"  (1465).jpg",800,600,abeja,252,247,521,418
"  (1466).jpg",800,600,abeja,72,39,671,531
"  (1467).jpg",800,600,abeja,74,1,667,420
"  (1468).jpg",800,600,abeja,321,84,601,417
"  (1469).jpg",800,600,abeja,69,45,800,583
"  (147).jpg",800,600,abeja,202,111,535,354
"  (1470).jpg",800,600,abeja,170,77,496,333
"  (1471).jpg",800,600,abeja,238,163,461,466
"  (1472).jpg",800,600,abeja,80,40,731,532
"  (1473).jpg",800,600,abeja,348,141,562,506
"  (1474).jpg",800,600,abeja,325,121,608,319
"  (1477).jpg",800,600,abeja,343,241,494,424
"  (1479).jpg",800,600,abeja,224,133,518,494
"  (148).jpg",800,600,abeja,22,3,764,513
"  (1480).jpg",800,600,abeja,41,27,186,164
"  (1480).jpg",800,600,abeja,166,60,353,164
"  (1480).jpg",800,600,abeja,359,31,520,191
"  (1480).jpg",800,600,abeja,523,4,681,127
"  (1480).jpg",800,600,abeja,642,57,793,234
"  (1480).jpg",800,600,abeja,13,176,176,336
"  (1480).jpg",800,600,abeja,205,176,379,360
"  (1480).jpg",800,600,abeja,393,214,580,361
"  (1480).jpg",800,600,abeja,584,217,787,375
"  (1480).jpg",800,600,abeja,26,360,181,507
"  (1480).jpg",800,600,abeja,182,378,321,522
"  (1480).jpg",800,600,abeja,316,371,500,560
"  (1480).jpg",800,600,abeja,488,364,634,546
"  (1480).jpg",800,600,abeja,631,370,789,521
"  (1481).jpg",800,600,abeja,199,96,563,551
"  (1484).jpg",800,600,abeja,98,150,465,423
"  (1485).jpg",800,600,abeja,24,29,745,576
"  (1486).jpg",800,600,abeja,72,144,500,454
"  (1487).jpg",800,600,abeja,44,57,757,518
"  (1488).jpg",800,600,abeja,332,201,612,458
"  (149).jpg",800,600,abeja,346,198,760,428
"  (149).jpg",800,600,abeja,125,12,375,374
"  (149).jpg",800,600,abeja,361,3,800,225
"  (1490).jpg",800,600,abeja,303,26,438,135
